Nombre,Edad,Altura,Posicion,Equipo,Liga,ELO,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Valor_Mercado,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
Juan Magaña,22.0,178.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,40.0,11,10,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.82,0.095
Jorge Lumbreras,22.0,180.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,47.0,3,0,0.0,0.0,0.0,297000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,6.67,0.1
Jesús Jiménez,22.0,162.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,36.0,3,1,0.0,0.0,1.0,100000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,6.67,0.1
Mario Sarmiento,25.0,174.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,42.0,2,2,0.0,0.0,1.0,73000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,2.5,0.043
G. Góngora,24.0,167.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,,9,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.22,0.087
J. León,19.0,162.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,33.0,5,4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,4.0,0.081
Álvaro Vidales,20.0,178.0,Delanteros,IRAPUATO,Liga Premier Serie A Grupo B,44.0,1,0,0.0,0.0,0.0,61000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,20.0,0.247
Adrián Arellano,24.0,164.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,3,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-8.33,-0.08
Joaquín Estopier,23.0,169.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,44.0,1,0,0.0,0.0,0.0,179000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,5.0,0.067
Leonardo Dávila,22.0,186.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,42.0,7,7,0.0,0.0,0.0,51000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.71,0.055
Leonardo Salazar,24.0,170.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,2,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-12.5,-0.137
Jaime González,26.0,178.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,50.0,14,14,0.0,0.0,2.0,180000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.93,0.104
José Pérez,17.0,160.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
Carlos Alvarado,23.0,178.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,42.0,11,8,0.0,0.0,0.0,117000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.45,0.079
V. Rojas,25.0,172.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,45.0,7,5,0.0,0.0,1.0,117000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.71,0.055
C. Leal,27.0,174.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,47.0,12,4,0.0,0.0,0.0,101000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.42,0.085
Josué Márquez,24.0,170.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,43.0,4,3,0.0,0.0,0.0,129000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.25,0.042
E. Perez,22.0,172.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,40.0,12,4,0.0,0.0,4.0,69000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.42,0.085
Tito García,21.0,185.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,34.0,7,6,0.0,0.0,1.0,26000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.71,0.055
Yonathan Nieto,22.0,160.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,27.0,9,4,0.0,0.0,1.0,14000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.56,0.067
Pablo Nascimento,23.0,185.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,32.0,10,3,0.0,0.0,1.0,8000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.5,0.073
C. Urbina,26.0,160.0,Delanteros,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,45.0,10,9,0.0,0.0,3.0,171000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.5,0.073
M. Martinez,18.0,181.0,Delanteros,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,26.0,3,2,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.67,0.04
G. García,24.0,166.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,45.0,12,9,0.0,0.0,3.0,129000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.08,0.079
David Gómez,23.0,180.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,33.0,9,9,0.0,0.0,6.0,36000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.11,0.059
Jonathan Díaz,26.0,170.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,34.0,4,4,0.0,0.0,3.0,83000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.25,0.024
M. Huerta,24.0,171.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,46.0,13,7,0.0,0.0,0.0,132000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.08,0.086
Jesús Núñez,22.0,179.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,44.0,10,8,0.0,0.0,1.0,142000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.1,0.065
Jorge Adan,23.0,172.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,45.0,4,2,0.0,0.0,0.0,91000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.25,0.024
José Cruz,22.0,164.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,29.0,11,6,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.09,0.072
D. Donato,22.0,175.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,28.0,11,7,0.0,0.0,1.0,16000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.09,0.072
Alonso Razo,21.0,172.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,32.0,5,0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-0.2,0.031
D. Sánchez,19.0,170.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,27.0,1,1,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-1.0,-0.005
A. Amador,19.0,175.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5.0,0.067
O. Pérez,24.0,179.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,44.0,6,6,0.0,0.0,3.0,167000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.83,0.05
F. Altamirano,24.0,176.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,28.0,1,1,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-1.0,-0.005
Diego Gutiérrez,23.0,177.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,51.0,9,5,0.0,0.0,1.0,357000.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.56,0.067
Jesus Gonzalez,20.0,186.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,38.0,9,4,0.0,0.0,1.0,46000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.44,0.077
B. Guerrero,18.0,175.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,26.0,3,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,4.33,0.072
J. Mercado,19.0,172.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,13.0,0.163
E. Mora,21.0,176.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,13.0,0.163
Carlos Salcido,22.0,173.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,37.0,12,11,0.0,0.0,1.0,89000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.08,0.093
Abel Muñoz,19.0,175.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,33.0,10,6,0.0,0.0,2.0,32000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.3,0.082
K. Ortega,22.0,167.0,Delanteros,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,39.0,9,0,0.0,0.0,1.0,25000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.44,0.077
Oscar Espinoza,26.0,169.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,51.0,14,11,0.0,0.0,3.0,190000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.71,0.102
E. Zavala,23.0,172.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,31.0,14,10,0.0,0.0,1.0,10000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.71,0.102
S. Oñate,21.0,178.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,10.0,0.127
Edgar Hernández,17.0,184.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,10.0,0.127
C. Quiroz,24.0,182.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,43.0,7,7,0.0,0.0,1.0,130000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.43,0.064
Erick Ramírez,21.0,168.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,28.0,14,14,0.0,0.0,2.0,27000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.71,0.102
Jonathan Cordova,18.0,178.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,4,1,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.5,0.057
Miguel Guillen,21.0,180.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,2,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,5.0,0.073
Néstor Bucio,16.0,165.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,6,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.67,0.06
Ronaldo Reyes,20.0,174.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,3.33,0.06
R. Aranda,16.0,177.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,4,0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,2.5,0.057
Jesús Ayala,23.0,180.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,3.33,0.06
José Dávalos,23.0,169.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,27.0,1,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-1.0,-0.005
A. Corona,18.0,174.0,Delanteros,CA ZACATEPEC,Liga Premier Serie A Grupo B,26.0,1,1,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,-1.0,-0.005
Manuel Batalla,21.0,166.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,2,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-12.5,-0.137
Keiner Cordoba,25.0,184.0,Defensas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,45.0,11,11,0.0,0.0,5.0,97000.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.18,0.087
Sebastián Vizarretea,20.0,185.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,26.0,7,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-2.57,0.016
Alejandro Islas,21.0,175.0,Delanteros,SPORTING CANAMY,Liga Premier Serie A Grupo B,34.0,14,14,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.29,0.078
Gabriel Vidal,22.0,186.0,Delanteros,SPORTING CANAMY,Liga Premier Serie A Grupo B,29.0,10,4,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.8,0.045
Alan Bell,17.0,166.0,Delanteros,SPORTING CANAMY,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-6.0,-0.052
Giovani Frisone Prieto,20.0,175.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,33.0,13,13,0.0,0.0,1.0,86000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.92,0.064
Noé Sánchez,25.0,187.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,39.0,12,12,0.0,0.0,6.0,51000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.08,0.055
Alejandro Garibay,24.0,186.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,38.0,4,3,0.0,0.0,1.0,24000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-6.25,-0.048
Ricardo Vidal,19.0,178.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,29.0,9,9,0.0,0.0,5.0,7000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.78,0.027
Emiliano Manriquez,18.0,172.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
Christian Murillo,18.0,178.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
A. Collazo,19.0,170.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,6,4,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-4.17,-0.01
Ángel Díaz,27.0,183.0,Defensas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,5,3,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-5.0,-0.027
E. Torres,22.0,176.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,30.0,12,12,2.0,0.0,1.0,8000.0,0.17,0.0,2.0,0.17,12,20.0,11.0,0.0,-2.08,0.157
K. Rodríguez,19.0,170.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,27.0,13,9,0.0,0.0,2.0,7000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.92,0.064
Abner Becerril,20.0,167.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,32.0,14,7,0.0,0.0,3.0,19000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-1.79,0.072
Jhansel Abreu,24.0,190.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,27.0,10,5,3.0,0.0,4.0,1000.0,0.3,0.0,3.0,0.3,12,30.0,16.5,0.0,-2.5,0.217
C. González,23.0,160.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,27.0,11,6,1.0,0.0,0.0,2000.0,0.09,0.0,1.0,0.09,12,10.0,5.5,0.0,-2.27,0.1
Bryan Alcantara,23.0,175.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,27.0,13,8,1.0,0.0,0.0,3000.0,0.08,0.0,1.0,0.08,12,10.0,5.5,0.0,-1.92,0.112
Mario Cárdenas,25.0,172.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,29.0,7,6,0.0,0.0,1.0,6000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-3.57,0.004
Pedro Del Ángel,23.0,170.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,26.0,4,0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-4.5,-0.027
Bryan Caceres,22.0,170.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,31.0,10,6,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.8,0.045
Marco Pérez,19.0,173.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,29.0,14,14,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.5,0.075
Oscar Macías,23.0,185.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,27.0,8,6,0.0,0.0,2.0,5000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-2.25,0.026
Juan Cortés,24.0,183.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,37.0,7,7,0.0,0.0,1.0,23000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-3.0,0.011
Raúl Bueno,19.0,183.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,35.0,12,12,0.0,0.0,3.0,37000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.75,0.059
Oscar Regalado,22.0,178.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,29.0,9,9,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-2.33,0.032
L. García,21.0,184.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,32.0,10,9,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-2.1,0.041
Emiliano Padilla,24.0,178.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,32.0,5,4,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-4.2,-0.017
Abraham Alvarez,20.0,188.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,30.0,11,10,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.91,0.05
Armando Álvarez,22.0,186.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,28.0,5,1,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-4.2,-0.017
Christopher Oyarvide,20.0,172.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,26.0,7,0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-3.0,0.011
Wilberth Martínez,22.0,176.0,Defensas,COLIMA,Liga Premier Serie A Grupo B,27.0,3,1,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-7.0,-0.064
Daniel Medina,19.0,172.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,31.0,11,7,0.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.91,0.05
Agustín Ortíz,26.0,172.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,32.0,7,0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-3.0,0.011
Hector Alvarez,23.0,173.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,26.0,10,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-2.1,0.041
Diego Sangalli,25.0,170.0,Delanteros,COLIMA,Liga Premier Serie A Grupo B,30.0,14,13,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.5,0.075
Joshua Ochoa,17.0,173.0,Delanteros,COLIMA,Liga Premier Serie A Grupo B,27.0,7,6,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-3.0,0.011
Anderson Hernández,19.0,160.0,Delanteros,COLIMA,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-7.0,-0.064
Oswaldo Solorio,24.0,186.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,45.0,11,10,0.0,0.0,4.0,100000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.64,0.054
Héctor Sánchez,23.0,190.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,33.0,13,13,0.0,0.0,5.0,15000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.38,0.07
J. Estrada,24.0,166.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,38.0,5,3,0.0,0.0,1.0,55000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-3.6,-0.01
Omar Martínez,22.0,180.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,27.0,13,13,0.0,0.0,2.0,6000.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,-1.38,0.07
J. Silva,22.0,,Delanteros,AGUACATEROS CDU,Liga Premier Serie A Grupo B,27.0,3,3,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-5.67,-0.048
A. Hernández,27.0,184.0,Delanteros,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,52.0,15,15,12.0,0.0,3.0,393000.0,0.8,0.0,12.0,0.8,1,54.55,13.2,0.8,0.87,0.588
Hugo Hernández,19.0,185.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,28.0,1,0,1.0,0.0,0.0,2000.0,1.0,0.0,1.0,1.0,5,5.88,1.38,0.64,5.0,0.652
Klinsman,27.0,180.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,58.0,13,13,12.0,0.0,5.0,711000.0,0.92,0.0,12.0,0.92,6,42.86,18.0,0.5,0.85,0.646
S. Micolta,25.0,182.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,51.0,15,14,8.0,0.0,2.0,227000.0,0.53,0.0,8.0,0.53,2,27.59,9.78,0.48,1.2,0.429
C. Landa,26.0,183.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,50.0,14,14,8.0,0.0,2.0,209000.0,0.57,0.0,8.0,0.57,4,34.78,10.56,0.41,0.71,0.442
Gamaliel Sánchez,24.0,170.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,38.0,15,6,5.0,0.0,0.0,52000.0,0.33,0.0,5.0,0.33,1,22.73,5.5,0.33,0.87,0.306
Diego Núñez,24.0,167.0,Delanteros,MONTAÑESES,Liga Premier Serie A Grupo C,50.0,14,13,6.0,0.0,0.0,193000.0,0.43,0.0,6.0,0.43,4,26.09,7.92,0.31,0.71,0.358
A. Echezarreta,26.0,182.0,Delanteros,CD CHILPANCINGO,Liga Premier Serie A Grupo C,31.0,13,13,5.0,0.0,4.0,5000.0,0.38,0.0,5.0,0.38,3,22.73,6.11,0.31,-0.08,0.314
O. Nava,24.0,180.0,Delanteros,CD CHILPANCINGO,Liga Premier Serie A Grupo C,34.0,14,14,5.0,0.0,3.0,13000.0,0.36,0.0,5.0,0.36,3,22.73,6.11,0.29,-0.07,0.309
Renato Jaramillo,23.0,166.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,42.0,14,6,4.0,0.0,1.0,102000.0,0.29,0.0,4.0,0.29,2,13.79,4.89,0.26,1.29,0.279
Eleuterio Jiménez,27.0,174.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,52.0,15,11,4.0,0.0,0.0,293000.0,0.27,0.0,4.0,0.27,2,13.79,4.89,0.25,1.2,0.273
Juan García,22.0,167.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,36.0,13,11,5.0,0.0,0.0,17000.0,0.38,0.0,5.0,0.38,5,29.41,6.88,0.24,0.38,0.318
Edwin Orrantia,23.0,158.0,Centrocampistas,JAGUARES FC,Liga Premier Serie A Grupo C,41.0,12,9,5.0,0.0,3.0,187000.0,0.42,0.0,5.0,0.42,6,17.86,7.5,0.23,0.92,0.34
Moisés Villatoro,23.0,175.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,31.0,13,12,8.0,0.0,3.0,3000.0,0.62,0.0,8.0,0.62,8,33.33,12.57,0.23,0.0,0.459
Lucas Da Silva,23.0,178.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,33.0,9,2,2.0,0.0,1.0,21000.0,0.22,0.0,2.0,0.22,2,6.9,2.44,0.2,2.0,0.21
J. Cantú,25.0,168.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,52.0,14,12,6.0,0.0,3.0,199000.0,0.43,0.0,6.0,0.43,7,30.0,9.0,0.2,0.21,0.353
Axel García,25.0,169.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,48.0,14,8,3.0,0.0,1.0,226000.0,0.21,0.0,3.0,0.21,2,10.34,3.67,0.19,1.29,0.231
